travel_date,month,month_name,year,origin,destination,airline,booking_window,seasonal_mult,base_price,final_price
2024-04-10,4,April,2024,San Francisco (SFO),Tokyo (NRT),Japan Airlines,30,1.55,894,1419.63
2023-01-22,1,January,2023,Los Angeles (LAX),Osaka (KIX),American Airlines,19,0.82,788,787.37
2024-08-01,8,August,2024,San Francisco (SFO),Tokyo (NRT),ANA,59,0.95,824,729.64
2024-08-23,8,August,2024,New York (JFK),Osaka (KIX),ANA,62,0.95,1318,1255.5
2024-09-02,9,September,2024,Los Angeles (LAX),Tokyo (HND),ANA,7,1.05,779,821.72
2024-07-07,7,July,2024,San Francisco (SFO),Tokyo (NRT),ANA,71,0.92,824,764.86
2023-05-15,5,May,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,10,1.4,870,1383.95
2023-11-28,11,November,2023,San Francisco (SFO),Tokyo (NRT),American Airlines,11,1.25,788,1089.94
2023-05-10,5,May,2023,Los Angeles (LAX),Tokyo (HND),Japan Airlines,114,1.4,811,1134.43
2024-05-02,5,May,2024,Seattle (SEA),Tokyo (NRT),Japan Airlines,121,1.4,918,1034.67
2023-04-22,4,April,2023,San Francisco (SFO),Osaka (KIX),American Airlines,122,1.55,835,1285.36
2023-02-14,2,February,2023,Seattle (SEA),Tokyo (NRT),American Airlines,175,0.85,824,660.62
2024-10-20,10,October,2024,Seattle (SEA),Tokyo (HND),Delta Airlines,14,1.3,847,1027.01
2024-03-12,3,March,2024,New York (JFK),Tokyo (HND),Delta Airlines,34,1.45,1176,1803.01
2023-03-17,3,March,2023,Chicago (ORD),Osaka (KIX),Delta Airlines,27,1.45,1224,1861.8
2023-03-09,3,March,2023,San Francisco (SFO),Osaka (KIX),ANA,39,1.45,871,1475.88
2024-07-15,7,July,2024,San Francisco (SFO),Osaka (KIX),American Airlines,90,0.92,835,732.65
2023-10-29,10,October,2023,Chicago (ORD),Osaka (KIX),American Airlines,123,1.3,1188,1409.64
2023-04-12,4,April,2023,Seattle (SEA),Osaka (KIX),Delta Airlines,36,1.55,918,1768.5
2024-03-16,3,March,2024,Seattle (SEA),Osaka (KIX),ANA,122,1.45,894,1143.07
2024-04-09,4,April,2024,Los Angeles (LAX),Tokyo (HND),United Airlines,109,1.55,735,1027.07
2023-11-17,11,November,2023,Chicago (ORD),Osaka (KIX),Japan Airlines,116,1.25,1318,1579.47
2024-01-19,1,January,2024,San Francisco (SFO),Osaka (KIX),United Airlines,46,0.82,812,646.72
2023-03-29,3,March,2023,Chicago (ORD),Tokyo (NRT),Japan Airlines,30,1.45,1235,1942.74
2023-05-14,5,May,2023,Chicago (ORD),Tokyo (NRT),United Airlines,149,1.4,1082,1213.11
2024-07-29,7,July,2024,New York (JFK),Osaka (KIX),American Airlines,91,0.92,1247,933.73
2024-11-12,11,November,2024,New York (JFK),Tokyo (HND),United Airlines,115,1.25,1153,1234.29
2023-11-16,11,November,2023,New York (JFK),Tokyo (HND),American Airlines,97,1.25,1141,1200.26
2023-08-06,8,August,2023,New York (JFK),Osaka (KIX),American Airlines,46,0.95,1247,1275.63
2023-12-25,12,December,2023,Chicago (ORD),Tokyo (NRT),Japan Airlines,149,1.0,1235,1150.42
2024-08-10,8,August,2024,San Francisco (SFO),Tokyo (NRT),United Airlines,64,0.95,765,641.35
2024-09-20,9,September,2024,Chicago (ORD),Osaka (KIX),American Airlines,179,1.05,1188,1039.29
2024-11-04,11,November,2024,Seattle (SEA),Tokyo (NRT),American Airlines,75,1.25,824,908.55
2024-12-20,12,December,2024,New York (JFK),Tokyo (NRT),United Airlines,86,1.0,1153,1029.42
2023-07-05,7,July,2023,San Francisco (SFO),Tokyo (HND),Japan Airlines,43,0.92,847,773.11
2023-03-13,3,March,2023,Seattle (SEA),Osaka (KIX),Delta Airlines,43,1.45,918,1478.4
2023-08-09,8,August,2023,New York (JFK),Tokyo (NRT),American Airlines,103,0.95,1165,937.08
2023-06-11,6,June,2023,Chicago (ORD),Tokyo (HND),United Airlines,101,0.88,1082,870.84
2024-08-04,8,August,2024,San Francisco (SFO),Osaka (KIX),United Airlines,159,0.95,812,809.36
2023-06-11,6,June,2023,New York (JFK),Tokyo (NRT),ANA,165,0.88,1235,879.87
2023-10-06,10,October,2023,New York (JFK),Osaka (KIX),Japan Airlines,120,1.3,1376,1819.15
2024-03-28,3,March,2024,Chicago (ORD),Tokyo (HND),American Airlines,113,1.45,1082,1303.42
2023-04-27,4,April,2023,San Francisco (SFO),Tokyo (NRT),American Airlines,95,1.55,788,1093.02
2024-11-25,11,November,2024,Chicago (ORD),Tokyo (NRT),United Airlines,180,1.25,1082,1270.16
2024-11-14,11,November,2024,Seattle (SEA),Tokyo (HND),American Airlines,85,1.25,800,993.31
2024-09-05,9,September,2024,New York (JFK),Tokyo (NRT),Delta Airlines,21,1.05,1200,1179.04
2023-08-05,8,August,2023,New York (JFK),Tokyo (NRT),United Airlines,42,0.95,1153,1308.47
2023-05-03,5,May,2023,San Francisco (SFO),Tokyo (HND),United Airlines,8,1.4,765,1169.77
2023-06-29,6,June,2023,Chicago (ORD),Osaka (KIX),Delta Airlines,40,0.88,1224,1051.82
2024-05-27,5,May,2024,Chicago (ORD),Osaka (KIX),ANA,150,1.4,1235,1571.45
2023-02-13,2,February,2023,San Francisco (SFO),Tokyo (NRT),Delta Airlines,118,0.85,859,630.36
2023-11-17,11,November,2023,New York (JFK),Tokyo (HND),Japan Airlines,154,1.25,1247,1253.68
2024-12-27,12,December,2024,Chicago (ORD),Osaka (KIX),Delta Airlines,170,1.0,1224,1036.1
2024-02-19,2,February,2024,Chicago (ORD),Tokyo (HND),Japan Airlines,12,0.85,1188,1042.24
2024-04-16,4,April,2024,San Francisco (SFO),Tokyo (NRT),American Airlines,99,1.55,788,1175.31
2023-09-07,9,September,2023,New York (JFK),Tokyo (HND),Japan Airlines,118,1.05,1247,1295.01
2023-03-22,3,March,2023,Seattle (SEA),Tokyo (HND),American Airlines,108,1.45,800,970.11
2023-08-15,8,August,2023,San Francisco (SFO),Osaka (KIX),United Airlines,92,0.95,812,745.81
2024-10-10,10,October,2024,Los Angeles (LAX),Tokyo (NRT),American Airlines,36,1.3,759,1006.03
2023-12-24,12,December,2023,Seattle (SEA),Osaka (KIX),ANA,96,1.0,894,773.59
2023-05-30,5,May,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,72,1.4,870,1247.99
2023-06-06,6,June,2023,Los Angeles (LAX),Tokyo (NRT),American Airlines,174,0.88,759,624.72
2024-04-20,4,April,2024,New York (JFK),Tokyo (NRT),Delta Airlines,151,1.55,1200,1719.07
2024-10-20,10,October,2024,Seattle (SEA),Tokyo (HND),American Airlines,169,1.3,800,840.67
2023-06-04,6,June,2023,Seattle (SEA),Tokyo (HND),United Airlines,119,0.88,800,591.31
2024-10-08,10,October,2024,New York (JFK),Tokyo (HND),Delta Airlines,84,1.3,1176,1371.32
2023-12-27,12,December,2023,San Francisco (SFO),Osaka (KIX),Japan Airlines,136,1.0,941,833.16
2024-04-07,4,April,2024,New York (JFK),Tokyo (HND),Delta Airlines,16,1.55,1176,1783.71
2023-03-20,3,March,2023,New York (JFK),Tokyo (HND),United Airlines,172,1.45,1153,1584.23
2024-06-03,6,June,2024,New York (JFK),Osaka (KIX),American Airlines,105,0.88,1247,911.39
2023-02-12,2,February,2023,Chicago (ORD),Osaka (KIX),American Airlines,122,0.85,1188,1076.27
2023-11-26,11,November,2023,Seattle (SEA),Osaka (KIX),ANA,161,1.25,894,1086.15
2023-03-05,3,March,2023,Chicago (ORD),Osaka (KIX),ANA,122,1.45,1235,1550.64
2024-05-31,5,May,2024,New York (JFK),Tokyo (HND),Japan Airlines,172,1.4,1247,1791.12
2024-12-25,12,December,2024,Los Angeles (LAX),Tokyo (NRT),ANA,119,1.0,795,732.0
2024-09-16,9,September,2024,Chicago (ORD),Osaka (KIX),American Airlines,47,1.05,1188,1279.06
2024-02-01,2,February,2024,San Francisco (SFO),Tokyo (HND),United Airlines,111,0.85,765,571.85
2023-02-23,2,February,2023,San Francisco (SFO),Osaka (KIX),American Airlines,168,0.85,835,641.24
2023-04-07,4,April,2023,San Francisco (SFO),Tokyo (NRT),United Airlines,149,1.55,765,1006.14
2024-11-03,11,November,2024,Chicago (ORD),Tokyo (HND),United Airlines,161,1.25,1082,1196.99
2024-08-19,8,August,2024,Los Angeles (LAX),Tokyo (HND),Japan Airlines,176,0.95,811,652.35
2024-11-02,11,November,2024,Los Angeles (LAX),Tokyo (HND),United Airlines,176,1.25,735,819.15
2024-12-26,12,December,2024,Chicago (ORD),Tokyo (NRT),American Airlines,28,1.0,1106,1102.45
2024-10-20,10,October,2024,San Francisco (SFO),Osaka (KIX),Delta Airlines,91,1.3,906,1021.8
2023-04-06,4,April,2023,Los Angeles (LAX),Osaka (KIX),American Airlines,172,1.55,788,1114.24
2023-01-19,1,January,2023,Chicago (ORD),Osaka (KIX),United Airlines,99,0.82,1165,846.31
2023-12-16,12,December,2023,San Francisco (SFO),Tokyo (NRT),ANA,131,1.0,824,817.34
2023-06-08,6,June,2023,Los Angeles (LAX),Tokyo (NRT),ANA,26,0.88,795,745.93
2024-07-06,7,July,2024,San Francisco (SFO),Tokyo (NRT),American Airlines,141,0.92,788,673.27
2024-09-24,9,September,2024,New York (JFK),Osaka (KIX),United Airlines,40,1.05,1235,1603.23
2023-06-16,6,June,2023,Seattle (SEA),Tokyo (HND),ANA,53,0.88,824,660.51
2023-02-14,2,February,2023,Seattle (SEA),Tokyo (NRT),Delta Airlines,112,0.85,871,733.4
2024-03-30,3,March,2024,San Francisco (SFO),Osaka (KIX),ANA,163,1.45,871,1071.24
2023-08-28,8,August,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,143,0.95,906,837.33
2023-07-18,7,July,2023,Los Angeles (LAX),Tokyo (HND),Delta Airlines,101,0.92,882,705.39
2023-10-16,10,October,2023,Seattle (SEA),Tokyo (HND),Delta Airlines,104,1.3,847,914.64
2023-06-15,6,June,2023,Seattle (SEA),Osaka (KIX),Delta Airlines,58,0.88,918,747.96
2023-02-23,2,February,2023,Seattle (SEA),Tokyo (NRT),United Airlines,171,0.85,800,655.41
2023-04-16,4,April,2023,Chicago (ORD),Tokyo (HND),American Airlines,139,1.55,1082,1553.76
2023-06-14,6,June,2023,New York (JFK),Tokyo (HND),Japan Airlines,76,0.88,1247,1076.69
2024-03-23,3,March,2024,Chicago (ORD),Osaka (KIX),ANA,30,1.45,1235,1886.35
2023-01-28,1,January,2023,Los Angeles (LAX),Tokyo (HND),United Airlines,113,0.82,735,541.83
2024-01-18,1,January,2024,New York (JFK),Tokyo (HND),American Airlines,67,0.82,1141,976.54
2023-08-18,8,August,2023,Chicago (ORD),Tokyo (NRT),United Airlines,14,0.95,1082,1093.56
2023-05-30,5,May,2023,San Francisco (SFO),Tokyo (NRT),United Airlines,42,1.4,765,1135.55
2024-12-13,12,December,2024,New York (JFK),Tokyo (HND),Delta Airlines,42,1.0,1176,1421.28
2023-01-06,1,January,2023,Chicago (ORD),Tokyo (HND),American Airlines,27,0.82,1082,920.21
2023-06-03,6,June,2023,New York (JFK),Tokyo (HND),ANA,147,0.88,1200,990.57
2023-04-24,4,April,2023,Seattle (SEA),Osaka (KIX),Delta Airlines,80,1.55,918,1306.96
2023-02-18,2,February,2023,Los Angeles (LAX),Tokyo (HND),Japan Airlines,68,0.85,811,700.24
2024-04-13,4,April,2024,Chicago (ORD),Osaka (KIX),American Airlines,23,1.55,1188,2262.41
2024-07-02,7,July,2024,New York (JFK),Tokyo (HND),American Airlines,11,0.92,1141,1020.19
2023-05-28,5,May,2023,Seattle (SEA),Osaka (KIX),ANA,81,1.4,894,1178.49
2023-12-28,12,December,2023,Chicago (ORD),Tokyo (NRT),American Airlines,68,1.0,1106,972.25
2024-11-11,11,November,2024,Seattle (SEA),Tokyo (HND),ANA,178,1.25,824,1049.89
2023-03-11,3,March,2023,New York (JFK),Osaka (KIX),United Airlines,141,1.45,1235,1643.48
2024-07-21,7,July,2024,Seattle (SEA),Osaka (KIX),American Airlines,12,0.92,871,820.91
2024-10-12,10,October,2024,Chicago (ORD),Tokyo (HND),Japan Airlines,106,1.3,1188,1287.85
2024-01-01,1,January,2024,San Francisco (SFO),Tokyo (HND),Japan Airlines,24,0.82,847,773.48
2024-08-18,8,August,2024,San Francisco (SFO),Tokyo (NRT),Japan Airlines,92,0.95,894,750.44
2024-07-13,7,July,2024,Los Angeles (LAX),Tokyo (NRT),United Airlines,93,0.92,735,667.56
2024-12-13,12,December,2024,Los Angeles (LAX),Osaka (KIX),Delta Airlines,129,1.0,847,823.36
2024-04-13,4,April,2024,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,16,1.55,870,1350.53
2023-07-24,7,July,2023,San Francisco (SFO),Tokyo (NRT),Japan Airlines,17,0.92,894,864.53
2024-02-12,2,February,2024,San Francisco (SFO),Tokyo (HND),American Airlines,146,0.85,765,607.6
2024-10-24,10,October,2024,Chicago (ORD),Tokyo (HND),Japan Airlines,55,1.3,1188,1555.28
2024-11-02,11,November,2024,San Francisco (SFO),Tokyo (HND),Japan Airlines,91,1.25,847,905.4
2024-03-23,3,March,2024,San Francisco (SFO),Tokyo (NRT),United Airlines,109,1.45,765,1038.65
2023-07-11,7,July,2023,Chicago (ORD),Tokyo (HND),United Airlines,134,0.92,1082,843.77
2023-10-01,10,October,2023,Chicago (ORD),Tokyo (HND),American Airlines,28,1.3,1082,1697.59
2024-09-08,9,September,2024,Chicago (ORD),Tokyo (NRT),Delta Airlines,53,1.05,1141,1272.88
2023-04-16,4,April,2023,Seattle (SEA),Tokyo (HND),United Airlines,27,1.55,800,1353.52
2023-11-10,11,November,2023,San Francisco (SFO),Osaka (KIX),United Airlines,121,1.25,812,965.99
2023-06-20,6,June,2023,Seattle (SEA),Osaka (KIX),Delta Airlines,120,0.88,918,750.52
2023-12-28,12,December,2023,San Francisco (SFO),Tokyo (HND),Japan Airlines,164,1.0,847,900.98
2023-03-18,3,March,2023,Chicago (ORD),Tokyo (HND),Japan Airlines,178,1.45,1188,1515.36
2024-11-26,11,November,2024,Chicago (ORD),Tokyo (HND),American Airlines,47,1.25,1082,1523.05
2024-11-25,11,November,2024,New York (JFK),Tokyo (NRT),American Airlines,119,1.25,1165,1275.88
2023-08-30,8,August,2023,New York (JFK),Tokyo (NRT),Japan Airlines,172,0.95,1294,1240.32
2024-08-03,8,August,2024,San Francisco (SFO),Tokyo (HND),Delta Airlines,15,0.95,835,868.89
2024-01-15,1,January,2024,Seattle (SEA),Tokyo (NRT),Delta Airlines,102,0.82,871,580.6
2023-05-21,5,May,2023,Chicago (ORD),Tokyo (NRT),American Airlines,142,1.4,1106,1462.33
2024-10-27,10,October,2024,San Francisco (SFO),Tokyo (HND),United Airlines,78,1.3,765,933.63
2023-07-10,7,July,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,134,0.92,870,777.53
2023-05-01,5,May,2023,Seattle (SEA),Tokyo (HND),American Airlines,74,1.4,800,1050.96
2023-08-08,8,August,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,163,0.95,906,837.62
2023-07-24,7,July,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,38,0.92,906,839.78
2023-06-26,6,June,2023,Los Angeles (LAX),Tokyo (NRT),Delta Airlines,120,0.88,838,603.71
2024-11-14,11,November,2024,New York (JFK),Osaka (KIX),United Airlines,95,1.25,1235,1416.15
2023-10-25,10,October,2023,New York (JFK),Osaka (KIX),American Airlines,83,1.3,1247,1738.59
2024-01-06,1,January,2024,Los Angeles (LAX),Osaka (KIX),ANA,137,0.82,808,632.76
2023-05-23,5,May,2023,Los Angeles (LAX),Tokyo (NRT),ANA,67,1.4,795,979.45
2024-07-21,7,July,2024,Chicago (ORD),Tokyo (NRT),United Airlines,153,0.92,1082,887.75
2023-05-13,5,May,2023,San Francisco (SFO),Tokyo (HND),American Airlines,163,1.4,765,899.6
2024-02-12,2,February,2024,New York (JFK),Tokyo (NRT),United Airlines,129,0.85,1153,855.8
2024-08-11,8,August,2024,Seattle (SEA),Tokyo (HND),Delta Airlines,25,0.95,847,883.48
2024-04-05,4,April,2024,Los Angeles (LAX),Tokyo (HND),Japan Airlines,126,1.55,811,1067.3
2024-07-18,7,July,2024,Seattle (SEA),Tokyo (HND),ANA,170,0.92,824,677.67
2024-03-19,3,March,2024,Seattle (SEA),Tokyo (NRT),ANA,135,1.45,847,1023.88
2023-06-06,6,June,2023,New York (JFK),Tokyo (NRT),American Airlines,84,0.88,1165,895.72
2024-12-27,12,December,2024,Los Angeles (LAX),Tokyo (NRT),United Airlines,64,1.0,735,712.55
2023-03-22,3,March,2023,San Francisco (SFO),Osaka (KIX),United Airlines,71,1.45,812,1232.33
2023-10-09,10,October,2023,Los Angeles (LAX),Osaka (KIX),American Airlines,39,1.3,788,1110.05
2023-04-06,4,April,2023,San Francisco (SFO),Osaka (KIX),American Airlines,135,1.55,835,1175.45
2023-06-07,6,June,2023,Los Angeles (LAX),Osaka (KIX),American Airlines,50,0.88,788,612.36
2023-12-12,12,December,2023,Seattle (SEA),Osaka (KIX),American Airlines,151,1.0,871,913.64
2023-02-16,2,February,2023,New York (JFK),Tokyo (NRT),Japan Airlines,171,0.85,1294,964.47
2024-08-08,8,August,2024,Seattle (SEA),Tokyo (HND),ANA,113,0.95,824,742.46
2024-05-24,5,May,2024,Seattle (SEA),Osaka (KIX),Japan Airlines,167,1.4,965,1070.28
2024-05-09,5,May,2024,Seattle (SEA),Tokyo (HND),United Airlines,69,1.4,800,1173.48
2023-03-16,3,March,2023,Chicago (ORD),Tokyo (HND),Delta Airlines,22,1.45,1106,1491.14
2024-05-10,5,May,2024,Los Angeles (LAX),Tokyo (HND),Delta Airlines,125,1.4,882,1086.34
2023-05-28,5,May,2023,Los Angeles (LAX),Tokyo (HND),American Airlines,87,1.4,759,899.96
2024-02-13,2,February,2024,San Francisco (SFO),Osaka (KIX),United Airlines,40,0.85,812,771.85
2023-04-19,4,April,2023,San Francisco (SFO),Osaka (KIX),American Airlines,88,1.55,835,1296.98
2023-10-01,10,October,2023,Los Angeles (LAX),Tokyo (HND),Japan Airlines,122,1.3,811,859.45
2023-02-21,2,February,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,81,0.85,870,786.66
2023-09-12,9,September,2023,Chicago (ORD),Osaka (KIX),Delta Airlines,47,1.05,1224,1356.27
2023-07-14,7,July,2023,San Francisco (SFO),Osaka (KIX),United Airlines,47,0.92,812,749.47
2024-05-25,5,May,2024,Chicago (ORD),Osaka (KIX),Delta Airlines,85,1.4,1224,1649.28
2024-02-07,2,February,2024,Chicago (ORD),Tokyo (NRT),Japan Airlines,136,0.85,1235,822.95
2024-08-20,8,August,2024,Chicago (ORD),Tokyo (NRT),ANA,97,0.95,1153,898.77
2024-05-21,5,May,2024,New York (JFK),Tokyo (NRT),United Airlines,159,1.4,1153,1390.12
2023-01-09,1,January,2023,Chicago (ORD),Tokyo (HND),American Airlines,34,0.82,1082,988.94
2024-01-10,1,January,2024,Chicago (ORD),Tokyo (NRT),United Airlines,110,0.82,1082,869.63
2023-02-22,2,February,2023,San Francisco (SFO),Tokyo (NRT),Delta Airlines,152,0.85,859,628.94
2024-07-20,7,July,2024,Seattle (SEA),Tokyo (NRT),United Airlines,80,0.92,800,728.46
2024-04-06,4,April,2024,New York (JFK),Tokyo (HND),American Airlines,147,1.55,1141,1669.81
2023-05-02,5,May,2023,San Francisco (SFO),Osaka (KIX),American Airlines,39,1.4,835,1274.38
2023-12-14,12,December,2023,New York (JFK),Tokyo (HND),United Airlines,149,1.0,1153,1058.15
2024-09-08,9,September,2024,San Francisco (SFO),Tokyo (NRT),ANA,137,1.05,824,821.15
2023-02-16,2,February,2023,Chicago (ORD),Osaka (KIX),Japan Airlines,16,0.85,1318,1321.02
2024-04-30,4,April,2024,Los Angeles (LAX),Osaka (KIX),United Airlines,139,1.55,765,1235.71
2024-06-11,6,June,2024,Chicago (ORD),Tokyo (NRT),American Airlines,42,0.88,1106,977.72
2023-06-16,6,June,2023,San Francisco (SFO),Osaka (KIX),United Airlines,107,0.88,812,626.8
2024-08-30,8,August,2024,Seattle (SEA),Osaka (KIX),United Airlines,93,0.95,847,750.05
2024-05-16,5,May,2024,Seattle (SEA),Osaka (KIX),American Airlines,151,1.4,871,1063.9
2024-01-13,1,January,2024,San Francisco (SFO),Tokyo (HND),Japan Airlines,91,0.82,847,718.93
2023-11-12,11,November,2023,New York (JFK),Tokyo (HND),American Airlines,168,1.25,1141,1188.41
2023-09-29,9,September,2023,New York (JFK),Osaka (KIX),Delta Airlines,174,1.05,1282,1145.61
2023-02-22,2,February,2023,Seattle (SEA),Osaka (KIX),ANA,156,0.85,894,643.18
2024-10-06,10,October,2024,Chicago (ORD),Tokyo (NRT),American Airlines,165,1.3,1106,1264.47
2023-02-02,2,February,2023,Chicago (ORD),Tokyo (NRT),ANA,153,0.85,1153,969.64
2024-03-27,3,March,2024,New York (JFK),Tokyo (NRT),Japan Airlines,87,1.45,1294,1658.24
2024-12-08,12,December,2024,Chicago (ORD),Tokyo (NRT),Delta Airlines,59,1.0,1141,1055.1
2024-04-27,4,April,2024,Chicago (ORD),Osaka (KIX),American Airlines,22,1.55,1188,2202.62
2024-07-28,7,July,2024,Los Angeles (LAX),Osaka (KIX),ANA,90,0.92,808,715.5
2023-11-18,11,November,2023,Chicago (ORD),Osaka (KIX),Delta Airlines,51,1.25,1224,1430.56
2024-07-13,7,July,2024,Chicago (ORD),Osaka (KIX),United Airlines,97,0.92,1165,961.04
2023-07-16,7,July,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,70,0.92,906,798.19
2023-08-19,8,August,2023,San Francisco (SFO),Osaka (KIX),United Airlines,83,0.95,812,710.8
2024-12-07,12,December,2024,San Francisco (SFO),Osaka (KIX),ANA,132,1.0,871,732.28
2024-07-27,7,July,2024,San Francisco (SFO),Tokyo (HND),United Airlines,77,0.92,765,645.76
2024-11-23,11,November,2024,San Francisco (SFO),Tokyo (NRT),American Airlines,146,1.25,788,852.78
2023-05-30,5,May,2023,Chicago (ORD),Tokyo (HND),United Airlines,81,1.4,1082,1547.87
2023-12-21,12,December,2023,New York (JFK),Tokyo (HND),Japan Airlines,120,1.0,1247,1169.12
2023-08-08,8,August,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,58,0.95,906,908.44
2024-12-13,12,December,2024,Seattle (SEA),Tokyo (HND),American Airlines,76,1.0,800,815.13
2024-08-23,8,August,2024,Los Angeles (LAX),Tokyo (NRT),American Airlines,68,0.95,759,619.67
2023-08-20,8,August,2023,Los Angeles (LAX),Tokyo (NRT),American Airlines,170,0.95,759,652.41
2024-02-28,2,February,2024,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,91,0.85,870,689.89
2023-01-06,1,January,2023,Chicago (ORD),Tokyo (NRT),ANA,147,0.82,1153,861.9
2024-05-03,5,May,2024,Los Angeles (LAX),Tokyo (HND),Delta Airlines,173,1.4,882,991.59
2023-10-20,10,October,2023,Los Angeles (LAX),Tokyo (HND),United Airlines,172,1.3,735,931.83
2023-08-26,8,August,2023,New York (JFK),Tokyo (NRT),American Airlines,143,0.95,1165,1063.25
2023-06-30,6,June,2023,New York (JFK),Tokyo (NRT),Delta Airlines,16,0.88,1200,1117.17
2023-10-24,10,October,2023,Chicago (ORD),Tokyo (HND),ANA,16,1.3,1118,1729.69
2024-09-09,9,September,2024,New York (JFK),Tokyo (HND),American Airlines,34,1.05,1141,1242.08
2024-10-18,10,October,2024,San Francisco (SFO),Tokyo (HND),Delta Airlines,146,1.3,835,932.01
2024-05-31,5,May,2024,Seattle (SEA),Tokyo (HND),ANA,126,1.4,824,1132.47
2023-12-05,12,December,2023,San Francisco (SFO),Tokyo (NRT),Japan Airlines,48,1.0,894,972.0
2023-07-10,7,July,2023,Chicago (ORD),Osaka (KIX),United Airlines,10,0.92,1165,1080.43
2024-11-21,11,November,2024,San Francisco (SFO),Tokyo (HND),American Airlines,56,1.25,765,1043.15
2024-03-13,3,March,2024,Los Angeles (LAX),Osaka (KIX),Delta Airlines,138,1.45,847,1238.46
2024-11-16,11,November,2024,San Francisco (SFO),Tokyo (NRT),Delta Airlines,31,1.25,859,1269.77
2023-11-28,11,November,2023,Los Angeles (LAX),Tokyo (NRT),Delta Airlines,70,1.25,838,969.07
2023-08-30,8,August,2023,New York (JFK),Tokyo (HND),Delta Airlines,121,0.95,1176,1010.02
2024-08-19,8,August,2024,San Francisco (SFO),Tokyo (HND),United Airlines,153,0.95,765,710.55
2024-12-10,12,December,2024,New York (JFK),Tokyo (HND),United Airlines,67,1.0,1153,1227.76
2024-04-21,4,April,2024,New York (JFK),Osaka (KIX),Japan Airlines,85,1.55,1376,1949.13
2024-12-21,12,December,2024,Los Angeles (LAX),Tokyo (HND),American Airlines,86,1.0,759,794.94
2024-01-12,1,January,2024,New York (JFK),Osaka (KIX),United Airlines,164,0.82,1235,961.78
2024-05-04,5,May,2024,Los Angeles (LAX),Tokyo (NRT),ANA,46,1.4,795,1248.4
2024-01-18,1,January,2024,Chicago (ORD),Osaka (KIX),American Airlines,113,0.82,1188,994.68
2024-11-11,11,November,2024,Seattle (SEA),Tokyo (HND),American Airlines,62,1.25,800,1096.8
